Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 00:00:43.422,114181.5,0.001,BTCUSDT
2025-09-30 00:00:43.422,114181.3,0.002,BTCUSDT
2025-09-30 00:00:43.422,114181.2,0.001,BTCUSDT
2025-09-30 00:00:43.443,114180.9,0.001,BTCUSDT
2025-09-30 00:00:43.505,114181.0,0.008,BTCUSDT
2025-09-30 00:00:43.566,114181.0,0.723,BTCUSDT
2025-09-30 00:00:43.589,114180.9,0.001,BTCUSDT
2025-09-30 00:00:43.589,114180.9,0.002,BTCUSDT
2025-09-30 00:00:43.589,114180.9,0.001,BTCUSDT
2025-09-30 00:00:43.589,114180.9,0.001,BTCUSDT
2025-09-30 00:00:43.589,114180.9,0.001,BTCUSDT
2025-09-30 00:00:43.589,114180.9,0.001,BTCUSDT
2025-09-30 00:00:43.589,114180.9,0.049,BTCUSDT
2025-09-30 00:00:43.589,114180.9,0.001,BTCUSDT
2025-09-30 00:00:43.589,114180.9,0.001,BTCUSDT
2025-09-30 00:00:43.589,114180.9,0.051,BTCUSDT
2025-09-30 00:00:43.589,114180.9,0.001,BTCUSDT
2025-09-30 00:00:43.589,114180.9,0.001,BTCUSDT
2025-09-30 00:00:43.589,114180.9,0.056,BTCUSDT
2025-09-30 00:00:43.589,114180.9,0.05,BTCUSDT
2025-09-30 00:00:43.589,114180.1,0.002,BTCUSDT
2025-09-30 00:00:43.604,114180.0,0.001,BTCUSDT
2025-09-30 00:00:43.604,114180.0,0.001,BTCUSDT
2025-09-30 00:00:43.604,114180.0,0.001,BTCUSDT
2025-09-30 00:00:43.604,114180.0,0.012,BTCUSDT
2025-09-30 00:00:43.706,114180.0,0.075,BTCUSDT
2025-09-30 00:00:43.706,114180.0,0.001,BTCUSDT
2025-09-30 00:00:43.706,114180.0,0.001,BTCUSDT
2025-09-30 00:00:43.706,114180.0,0.001,BTCUSDT
2025-09-30 00:00:43.706,114180.0,0.001,BTCUSDT
2025-09-30 00:00:43.706,114180.0,0.001,BTCUSDT
2025-09-30 00:00:43.706,114180.0,0.001,BTCUSDT
2025-09-30 00:00:43.706,114180.0,0.001,BTCUSDT
2025-09-30 00:00:43.706,114180.0,0.014,BTCUSDT
2025-09-30 00:00:43.825,114180.0,0.002,BTCUSDT
2025-09-30 00:00:43.891,114180.1,0.01,BTCUSDT
2025-09-30 00:00:43.891,114180.1,0.011,BTCUSDT
2025-09-30 00:00:43.891,114180.1,0.005,BTCUSDT
2025-09-30 00:00:43.891,114180.1,0.011,BTCUSDT
2025-09-30 00:00:43.891,114180.1,0.003,BTCUSDT
2025-09-30 00:00:44.029,114180.1,0.135,BTCUSDT
2025-09-30 00:00:44.029,114180.1,0.149,BTCUSDT
2025-09-30 00:00:44.029,114180.1,0.103,BTCUSDT
2025-09-30 00:00:44.029,114180.1,0.149,BTCUSDT
2025-09-30 00:00:44.029,114180.1,0.026,BTCUSDT
2025-09-30 00:00:44.029,114180.1,0.103,BTCUSDT
2025-09-30 00:00:44.029,114180.1,0.138,BTCUSDT
